id,ticker,date,open,high,low,close,volume
33873,AAPL,12/02/2014,16.78980694,16.87141841,16.67379979,16.75759888,308100800
33874,AAPL,13/02/2014,16.71820249,17.0368331,16.70381932,17.02370071,307398000
33875,AAPL,14/02/2014,16.96241113,17.07216604,16.92301398,17.00993919,272924400
33876,AAPL,18/02/2014,17.07279153,17.23507597,17.06059598,17.07247925,260251600
33877,AAPL,19/02/2014,17.03370003,17.10061604,16.708505,16.80293655,313768000
33878,AAPL,20/02/2014,16.66598044,16.79136929,16.54121782,16.60844612,305858000
33879,AAPL,21/02/2014,16.65972636,16.71538534,16.40363494,16.42395973,278784800
33880,AAPL,24/02/2014,16.35830094,16.56999049,16.33547458,16.49588203,288909600
33881,AAPL,25/02/2014,16.55310506,16.55904503,16.29107194,16.32421684,231952000
33882,AAPL,26/02/2014,16.37268231,16.41614575,16.12221852,16.17693901,276217200
33883,AAPL,27/02/2014,16.17037051,16.53433984,16.13628711,16.49963188,301882000
33884,AAPL,28/02/2014,16.54372396,16.65848202,16.32609277,16.45492172,371968800
33885,AAPL,03/03/2014,16.36674541,16.59281983,16.34767138,16.50245285,238781200
33886,AAPL,04/03/2014,16.60375834,16.65503875,16.50275891,16.61126137,259140000
33887,AAPL,05/03/2014,16.6012538,16.72101161,16.54528087,16.64628029,200062800
33888,AAPL,06/03/2014,16.65972979,16.71132415,16.51307928,16.59594154,185488800
33889,AAPL,07/03/2014,16.6065732,16.63440269,16.44897793,16.5862484,220729600
33890,AAPL,10/03/2014,16.52120891,16.67661488,16.52058269,16.60125732,178584000
33891,AAPL,11/03/2014,16.7429,16.84577307,16.65346991,16.76291084,279224400
33892,AAPL,12/03/2014,16.71351123,16.80231345,16.63502588,16.7791748,199326400
33893,AAPL,13/03/2014,16.80512536,16.87454127,16.54621846,16.59280968,257742800
33894,AAPL,14/03/2014,16.53464937,16.6003146,16.35360323,16.40644836,237199200
33895,AAPL,17/03/2014,16.50057505,16.57155404,16.44272676,16.47055626,199544800
33896,AAPL,18/03/2014,16.44428404,16.63408567,16.42239619,16.61626244,209647200
33897,AAPL,19/03/2014,16.64315654,16.76760522,16.54121861,16.61188698,224756000
33898,AAPL,20/03/2014,16.56904316,16.65597168,16.48962101,16.53183365,208398400
33899,AAPL,21/03/2014,16.63283318,16.68974293,16.45772868,16.66222572,374046400
33900,AAPL,24/03/2014,16.83576898,16.90080798,16.73070494,16.85984612,355700800
33901,AAPL,25/03/2014,16.93207746,17.06496931,16.8723522,17.04120445,282293200
33902,AAPL,26/03/2014,17.08905241,17.16659927,16.84953338,16.87829971,299768000
33903,AAPL,27/03/2014,16.88580403,16.93208299,16.73258734,16.80575562,222031600
33904,AAPL,28/03/2014,16.83264193,16.85202822,16.70537776,16.78698921,200564000
33905,AAPL,31/03/2014,16.86109848,16.91050354,16.75790977,16.78323936,168669200
33906,AAPL,01/04/2014,16.81513488,16.94365153,16.78417926,16.93677139,200760000
33907,AAPL,02/04/2014,16.95958747,16.99398314,16.89329771,16.96490288,180420800
33908,AAPL,03/04/2014,16.92863689,16.96334485,16.81137899,16.84733772,162344000
33909,AAPL,04/04/2014,16.87923564,16.8851756,16.59062385,16.62939644,275251200
33910,AAPL,07/04/2014,16.51057497,16.60062963,16.31889799,16.36830139,289850400
33911,AAPL,08/04/2014,16.42208536,16.45116564,16.21914967,16.36736488,243888400
33912,AAPL,09/04/2014,16.34235327,16.58781396,16.32296698,16.58249855,206169600
33913,AAPL,10/04/2014,16.59374834,16.64252885,16.35892022,16.3686142,239652000
33914,AAPL,11/04/2014,16.22853059,16.34829176,16.17037171,16.24760628,271717600
33915,AAPL,14/04/2014,16.31921253,16.32734178,16.17256203,16.31233406,205674000
33916,AAPL,15/04/2014,16.26824585,16.31108307,15.98870176,16.1960144,266490000
33917,AAPL,16/04/2014,16.19882301,16.29388079,16.07656196,16.22884178,214765600
33918,AAPL,17/04/2014,16.25979346,16.50244016,16.23477782,16.41426086,284334400
33919,AAPL,21/04/2014,16.42677313,16.63940112,16.38362197,16.60907173,182548800
33920,AAPL,22/04/2014,16.51964213,16.62970931,16.46304632,16.62564468,202563200
33921,AAPL,23/04/2014,16.54309984,16.60782659,16.39894921,16.40833092,394940000
33922,AAPL,24/04/2014,17.76726622,17.82323746,17.53337497,17.75350761,759911600
33923,AAPL,25/04/2014,17.65219983,17.88546489,17.63437826,17.8839035,390275200
33924,AAPL,28/04/2014,17.91079779,18.62841803,17.90297914,18.57651138,669485600
33925,AAPL,29/04/2014,18.56557024,18.63561241,18.43330287,18.52148056,337377600
33926,AAPL,30/04/2014,18.53117123,18.74348699,18.44236733,18.45143509,456640800
33927,AAPL,01/05/2014,18.51116207,18.5987152,18.3348067,18.49490356,244048000
33928,AAPL,02/05/2014,18.52178813,18.57994868,18.43955044,18.52929115,191514400
33929,AAPL,05/05/2014,18.45299715,18.79257707,18.44861858,18.79132462,287067200
33930,AAPL,06/05/2014,18.81759509,18.89920657,18.58651924,18.58651924,374564400
33931,AAPL,07/05/2014,18.61278604,18.67657429,18.37764387,18.52148056,282864400
33932,AAPL,08/05/2014,18.49664092,18.69033398,18.43847121,18.48846626,230297200
33933,AAPL,09/05/2014,18.37998423,18.43375259,18.24760616,18.41142845,291597600
33934,AAPL,12/05/2014,18.47273809,18.66674342,18.46990685,18.64064598,213208800
33935,AAPL,13/05/2014,18.61454741,18.69441319,18.57367245,18.66988754,159737200
33936,AAPL,14/05/2014,18.62806378,18.78433769,18.6063677,18.67334175,166404000
33937,AAPL,15/05/2014,18.69944549,18.75918698,18.49003124,18.51455688,230846000
33938,AAPL,16/05/2014,18.50858218,18.78842979,18.40702031,18.78780174,276256400
33939,AAPL,19/05/2014,18.79849007,19.09657446,18.78213909,19.01041985,317755200
33940,AAPL,20/05/2014,19.00790946,19.06733693,18.88905284,19.0141983,234836000
33941,AAPL,21/05/2014,18.98652845,19.07677042,18.93087428,19.06450844,196859600
33942,AAPL,22/05/2014,19.07362396,19.17581556,18.99501594,19.09469032,200760000
33943,AAPL,23/05/2014,19.09406312,19.32926082,19.06953747,19.31039429,232209600
33944,AAPL,27/05/2014,19.36541848,19.67922417,19.35755784,19.67199326,348866000
33945,AAPL,28/05/2014,19.68425255,19.80405288,19.6138192,19.62105179,315481600
33946,AAPL,29/05/2014,19.74179953,20.02542049,19.739284,19.97856903,376474000
33947,AAPL,30/05/2014,20.06031644,20.25495147,19.77480975,19.90372849,564020800
33948,AAPL,02/06/2014,19.9339222,19.96127741,19.573579,19.76695633,369350800
33949,AAPL,03/06/2014,19.76098102,20.08422087,19.75437815,20.04648781,292709200
33950,AAPL,04/06/2014,20.04333635,20.37192117,20.00151598,20.27538872,335482000
33951,AAPL,05/06/2014,20.31878274,20.41845878,20.20590097,20.35494232,303805600
33952,AAPL,06/06/2014,20.43512441,20.47788854,20.26438697,20.29897308,349938400
33953,AAPL,09/06/2014,20.40368058,20.66340388,20.19458204,20.62378502,301660000
33954,AAPL,10/06/2014,20.85049915,20.92093252,20.59517713,20.74484825,251108000
33955,AAPL,11/06/2014,20.71843168,20.85709856,20.57316361,20.65900421,182724000
33956,AAPL,12/06/2014,20.69862701,20.71623577,20.22760352,20.31344414,218996000
33957,AAPL,13/06/2014,20.29362687,20.34645314,20.00308911,20.09113121,218100000
33958,AAPL,16/06/2014,20.1417502,20.41467913,20.1285428,20.29362106,142244000
33959,AAPL,17/06/2014,20.31783881,20.4036794,20.20558676,20.26721573,118904000
33960,AAPL,18/06/2014,20.30904085,20.31344388,20.10654512,20.28923225,134056000
33961,AAPL,19/06/2014,20.31343693,20.31563844,20.10433672,20.21879196,142112000
33962,AAPL,20/06/2014,20.21658823,20.37066231,20.00748972,20.00969124,403592000
33963,AAPL,23/06/2014,20.09993711,20.16596912,19.94146165,19.99208641,174776000
33964,AAPL,24/06/2014,19.97448017,20.19238312,19.85122221,19.87103081,156144000
33965,AAPL,25/06/2014,19.85562154,19.96347225,19.73236359,19.88863754,147476000
33966,AAPL,26/06/2014,19.89084647,20.04051762,19.76538696,20.0075016,130516000
33967,AAPL,27/06/2014,19.989883,20.24960627,19.9788771,20.24520493,256116000
33968,AAPL,30/06/2014,20.27161856,20.63038987,20.26941705,20.45430565,197929200
33969,AAPL,01/07/2014,20.5841713,20.70522944,20.49833068,20.5841713,152892000
33970,AAPL,02/07/2014,20.66120375,20.70302245,20.48952089,20.57536316,113860000
33971,AAPL,03/07/2014,20.61718104,20.711826,20.51373169,20.69641876,91567200
33972,AAPL,07/07/2014,20.72063672,21.1278297,20.71183234,21.12342834,225872000
33973,AAPL,08/07/2014,21.18944938,21.30610612,20.67220438,20.98695374,260888000
33974,AAPL,09/07/2014,21.00676967,21.11902174,20.85709858,20.99576378,145744000
33975,AAPL,10/07/2014,20.63699632,21.03098354,20.58417004,20.91872978,158744000
33976,AAPL,11/07/2014,20.98915799,21.10581307,20.87910578,20.95834351,136072000
33977,AAPL,14/07/2014,21.09921555,21.32592289,21.05299381,21.22907639,171240000
33978,AAPL,15/07/2014,21.30610767,21.31711188,20.91652192,20.9803524,181911600
33979,AAPL,16/07/2014,21.34353103,21.372144,20.85269731,20.86150169,213585200
33980,AAPL,17/07/2014,20.91652222,20.97154832,20.37506556,20.48951912,229192000
33981,AAPL,18/07/2014,20.60617792,20.85269381,20.47411391,20.78446198,199952000
33982,AAPL,21/07/2014,20.90772538,20.90992689,20.62819341,20.67661667,156316000
33983,AAPL,22/07/2014,20.83949083,20.88571257,20.71623287,20.84829521,220788000
33984,AAPL,23/07/2014,21.00236482,21.54382153,20.94733871,21.39195061,371672000
33985,AAPL,24/07/2014,21.35893865,21.42056764,21.22247327,21.35673714,182916000
33986,AAPL,25/07/2014,21.31711687,21.53501982,21.27089513,21.49760246,173876000
33987,AAPL,28/07/2014,21.53061602,21.84316392,21.47118856,21.79474068,221272000
33988,AAPL,29/07/2014,21.86297366,21.88718528,21.62526047,21.65387344,172572000
33989,AAPL,30/07/2014,21.66708673,21.72431269,21.49760533,21.60325623,132040000
33990,AAPL,31/07/2014,21.38534088,21.44916967,20.98254949,21.04197693,227372000
33991,AAPL,01/08/2014,20.8879105,21.26649038,20.86810022,21.158638,194044000
33992,AAPL,04/08/2014,21.21147405,21.2576958,20.94734761,21.03979111,159832000
33993,AAPL,05/08/2014,20.98916112,21.05959448,20.76905666,20.93633652,223732000
33994,AAPL,06/08/2014,20.85489179,21.01556874,20.84608741,20.90111351,154232000
33995,AAPL,07/08/2014,20.99844953,21.22407207,20.81485371,20.89891052,186844000
33996,AAPL,08/08/2014,20.85023669,20.9741077,20.63346074,20.95641136,167460000
33997,AAPL,11/08/2014,21.07364836,21.25282087,20.97853263,21.23291206,146340000
33998,AAPL,12/08/2014,21.24397853,21.42978511,21.14886277,21.22849464,135180000
33999,AAPL,13/08/2014,21.2683083,21.50941467,21.24397625,21.50941467,127664000
34000,AAPL,14/08/2014,21.52932349,21.58241084,21.41208816,21.56692696,112464000
34001,AAPL,15/08/2014,21.65540889,21.71955688,21.42536145,21.67310524,195804000
34002,AAPL,18/08/2014,21.78592107,21.98057756,21.67311063,21.9341259,190288000
34003,AAPL,19/08/2014,21.98942143,22.27034377,21.96951262,22.23716354,277596000
34004,AAPL,20/08/2014,22.21725263,22.36103078,22.10886378,22.24600792,210796000
34005,AAPL,21/08/2014,22.24600989,22.32785422,22.14425843,22.24822235,133912000
34006,AAPL,22/08/2014,22.18407791,22.44509315,22.16195832,22.41191292,176736000
34007,AAPL,25/08/2014,22.51587301,22.59992812,22.40306092,22.4605732,161080000
34008,AAPL,26/08/2014,22.43402686,22.45172321,22.31015583,22.31679153,132608000
34009,AAPL,27/08/2014,22.34554463,22.68840409,22.27476094,22.5910759,209476000
34010,AAPL,28/08/2014,22.47163386,22.73486154,22.46499815,22.61762619,273840000
34011,AAPL,29/08/2014,22.75255208,22.76140025,22.60655979,22.67292023,178380000
34012,AAPL,02/09/2014,22.79679119,22.94720673,22.72158427,22.84988022,214256000
34013,AAPL,03/09/2014,22.80564615,22.82776574,21.80582611,21.88545799,501684000
34014,AAPL,04/09/2014,21.8655494,22.13983604,21.63107869,21.70407486,342872000
34015,AAPL,05/09/2014,21.85448828,21.98499504,21.74609942,21.89209175,233828000
34016,AAPL,08/09/2014,21.96508419,21.96729497,21.68858515,21.75715637,185426800
34017,AAPL,09/09/2014,21.91642394,22.80122101,21.26609755,21.67531586,759385200
34018,AAPL,10/09/2014,21.67974572,22.36546327,21.62444589,22.34113121,403478400
34019,AAPL,11/09/2014,22.21062242,22.43845743,22.03587477,22.43624496,249412400
34020,AAPL,12/09/2014,22.38757329,22.60434927,22.358818,22.48711395,250504400
34021,AAPL,15/09/2014,22.74149153,22.79458056,22.43844967,22.48047638,245266000
34022,AAPL,16/09/2014,22.0756871,22.39863782,21.87439496,22.31015778,267632400
34023,AAPL,17/09/2014,22.40085227,22.51808932,22.25043668,22.4694252,243706000
34024,AAPL,18/09/2014,22.54684263,22.63974592,22.46499829,22.51587486,149197600
34025,AAPL,19/09/2014,22.62647659,22.639748,22.23052964,22.33228111,283609600
34026,AAPL,22/09/2014,22.51808165,22.59328857,22.24821832,22.35439301,211153600
34027,AAPL,23/09/2014,22.25264693,22.77025412,22.23937552,22.70389366,253608800
34028,AAPL,24/09/2014,22.59772302,22.7503494,22.38537019,22.50703049,240687200
34029,AAPL,25/09/2014,22.23274697,22.27698616,21.61560058,21.64878082,400368000
34030,AAPL,26/09/2014,21.79476123,22.28582382,21.76600594,22.28582382,249482000
34031,AAPL,29/09/2014,21.82130778,22.21725466,21.81688285,22.1442585,199065200
34032,AAPL,30/09/2014,22.29909524,22.46057143,22.23715972,22.28582382,221056400
34033,AAPL,01/10/2014,22.25043534,22.27255662,21.83236883,21.93854523,205965200
34034,AAPL,02/10/2014,21.95845031,22.16859063,21.68637616,22.09780693,191031200
34035,AAPL,03/10/2014,21.99605938,22.1663821,21.90757932,22.03587532,173878400
34036,AAPL,06/10/2014,22.10886981,22.26371033,21.99163445,22.03587532,148204800
34037,AAPL,07/10/2014,21.99384323,22.14647126,21.83900442,21.84342766,168376800
34038,AAPL,08/10/2014,21.84564722,22.36546533,21.7461065,22.29689407,229618800
34039,AAPL,09/10/2014,22.46057319,22.64637976,22.25485781,22.34554863,309506000
34040,AAPL,10/10/2014,22.27255823,22.56896448,22.18629064,22.2814064,265326400
34041,AAPL,13/10/2014,22.41412379,22.51366279,22.07789993,22.07789993,214333600
34042,AAPL,14/10/2014,22.20619432,22.23494962,21.80361172,21.84342766,254754400
34043,AAPL,15/10/2014,21.67089855,21.93191383,21.05375222,21.57578278,403734400
34044,AAPL,16/10/2014,21.1355951,21.6155972,21.10462733,21.29264641,288618000
34045,AAPL,17/10/2014,21.56693068,21.89872961,21.41430263,21.60453415,272718800
34046,AAPL,20/10/2014,21.7483155,22.11108222,21.7261959,22.06684303,310069200
34047,AAPL,21/10/2014,22.78794504,22.78794504,22.40084637,22.66628647,378495600
34048,AAPL,22/10/2014,22.7481251,23.02904903,22.69503776,22.78130531,273052400
34049,AAPL,23/10/2014,23.02242639,23.23699,22.92288568,23.18832588,284298800
34050,AAPL,24/10/2014,23.26573374,23.33430496,23.12195391,23.27458191,188215600
34051,AAPL,27/10/2014,23.1927452,23.33210184,23.15956497,23.25025749,136750800
34052,AAPL,28/10/2014,23.31439935,23.61080551,23.30333871,23.61080551,192243600
34053,AAPL,29/10/2014,23.59089823,23.75016195,23.52675025,23.74352455,210751600
34054,AAPL,30/10/2014,23.65947163,23.7457392,23.42500097,23.66389656,162619200
34055,AAPL,31/10/2014,23.89173502,23.89837073,23.71477492,23.88952255,178557200
34056,AAPL,03/11/2014,23.93818448,24.39827935,23.89173284,24.19919968,209130400
34057,AAPL,04/11/2014,24.1903516,24.21910689,23.82758494,24.02223969,166297600
34058,AAPL,05/11/2014,24.13282976,24.17707061,23.91826629,24.07974243,149743600
34059,AAPL,06/11/2014,24.1264051,24.16861575,23.94867937,24.14862061,139874000
34060,AAPL,07/11/2014,24.15973139,24.28636163,24.11530037,24.21749306,134766000
34061,AAPL,10/11/2014,24.21971063,24.28858089,24.14195552,24.17750168,108782000
34062,AAPL,11/11/2014,24.14862628,24.38189336,24.08197975,24.37078476,109769200
34063,AAPL,12/11/2014,24.2996854,24.7551108,24.29746504,24.71512222,187769600
34064,AAPL,13/11/2014,24.8373125,25.20387254,24.7928798,25.06391335,238091600
34065,AAPL,14/11/2014,25.13722402,25.36826896,24.70623617,25.36604691,176254400
34066,AAPL,17/11/2014,25.38604519,26.05474259,25.17055292,25.32384109,186986800
34067,AAPL,18/11/2014,25.31273719,25.70151452,25.30162859,25.65263939,176896000
34068,AAPL,19/11/2014,25.6459737,25.71262023,25.28163396,25.47491074,167476800
34069,AAPL,20/11/2014,25.52822442,25.96143265,25.51489376,25.83924484,173582000
34070,AAPL,21/11/2014,26.10583706,26.11916603,25.77704185,25.8747921,228717200
34071,AAPL,24/11/2014,25.95921257,26.38575636,25.90811708,26.35465431,189803200
34072,AAPL,25/11/2014,26.45239898,26.60346675,26.09250179,26.12582588,275361600
34073,AAPL,26/11/2014,26.20136601,26.45906891,26.17692845,26.43685341,163073200
34074,AAPL,28/11/2014,26.49683968,26.52572136,26.22580777,26.42130661,99257600
34075,AAPL,01/12/2014,26.39464431,26.49239457,24.71956943,25.5637722,335256000
34076,AAPL,02/12/2014,25.21497839,25.71483479,25.04835959,25.46601677,237395600
34077,AAPL,03/12/2014,25.7148332,25.84812789,25.57265197,25.75482178,172253600
34078,AAPL,04/12/2014,25.71928188,26.03696852,25.61264678,25.65707779,168178000
34079,AAPL,05/12/2014,25.76815221,25.78814734,25.46823871,25.54821587,153275600
34080,AAPL,08/12/2014,25.34827254,25.47046033,24.79732067,24.97060394,230659600
34081,AAPL,09/12/2014,24.47963758,25.39270885,24.29302362,25.35272026,240832000
34082,AAPL,10/12/2014,25.41715112,25.5148997,24.77955571,24.8706398,178261200
34083,AAPL,11/12/2014,24.9395064,25.28163059,24.73511935,24.79732513,165606800
34084,AAPL,12/12/2014,24.53962377,24.85286801,24.34412493,24.37744904,224112400
34085,AAPL,15/12/2014,24.59293649,24.79287941,23.6265477,24.04420662,268872400
34086,AAPL,16/12/2014,23.63099065,24.47297122,23.60655309,23.71541023,243162800
34087,AAPL,17/12/2014,23.79760965,24.40187911,23.73096145,24.30635262,213647200
34088,AAPL,18/12/2014,24.85286264,25.02614594,24.58405116,25.02614594,236024800
34089,AAPL,19/12/2014,24.93950154,25.15721581,24.80620684,24.83286476,353719200
34090,AAPL,22/12/2014,24.91728717,25.21275655,24.87507653,25.09057045,180670000
34091,AAPL,23/12/2014,25.15500076,25.17721626,24.98393781,25.00171089,104113600
34092,AAPL,24/12/2014,25.0105986,25.03947859,24.88396835,24.88396835,57918400
34093,AAPL,26/12/2014,24.90396176,25.4415848,24.88396832,25.32384109,134884000
34094,AAPL,29/12/2014,25.27940499,25.49711927,25.25940985,25.30606461,110395600
34095,AAPL,30/12/2014,25.24607713,25.3082812,24.90617509,24.99725914,119526000
34096,AAPL,31/12/2014,25.06391388,25.13278245,24.48408025,24.52184677,165613600
34097,AAPL,02/01/2015,24.74622573,24.75733433,23.84870553,24.28857994,212818400
34098,AAPL,05/01/2015,24.05753146,24.13750861,23.41771593,23.60432816,257142000
34099,AAPL,06/01/2015,23.66876577,23.86648669,23.24444224,23.60656166,263188400
34100,AAPL,07/01/2015,23.81538086,24.03753927,23.70430166,23.93756866,160423600
34101,AAPL,08/01/2015,24.26636315,24.91506528,24.14861777,24.85730362,237458000
34102,AAPL,09/01/2015,25.03059205,25.15944436,24.48408247,24.88396835,214798000
34103,AAPL,12/01/2015,25.0150396,25.02170408,24.17083856,24.27080917,198603200
34104,AAPL,13/01/2015,24.75511291,25.05947055,24.19527443,24.48630142,268367600
34105,AAPL,14/01/2015,24.22415496,24.546284,24.1041892,24.39299583,195826400
34106,AAPL,15/01/2015,24.43743054,24.4507595,23.6954221,23.73096657,240056000
34107,AAPL,16/01/2015,23.77761863,23.89980646,23.37106826,23.54657364,314053200
34108,AAPL,20/01/2015,23.95756233,24.20860242,23.65987087,24.15306282,199599600
34109,AAPL,21/01/2015,24.20415934,24.67291375,24.05309155,24.33745575,194303600
34110,AAPL,22/01/2015,24.49518511,24.98615496,24.37521938,24.97060394,215185600
34111,AAPL,23/01/2015,24.9483928,25.27052185,24.77732986,25.0994606,185859200
34112,AAPL,26/01/2015,25.2683028,25.40604166,25.059475,25.12612152,222460000
34113,AAPL,27/01/2015,24.97503985,24.98837051,24.22192323,24.24636078,382274800
34114,AAPL,28/01/2015,26.13249581,26.24135467,25.61708832,25.61708832,585908400
34115,AAPL,29/01/2015,25.84146934,26.47906467,25.67262846,26.41463852,337745600
34116,AAPL,30/01/2015,26.30355787,26.65901101,25.95921163,26.02808189,334982000
34117,AAPL,02/02/2015,26.22580371,26.47462007,25.78815132,26.35465431,250956400
34118,AAPL,03/02/2015,26.32577243,26.45684508,26.12805157,26.35909653,207662800
34119,AAPL,04/02/2015,26.32577284,26.77231174,26.2835622,26.56126022,280598800
34120,AAPL,05/02/2015,26.76868457,26.81552346,26.59694821,26.75084305,168984800
34121,AAPL,06/02/2015,26.76868896,26.81998781,26.4185237,26.52558136,174826400
34122,AAPL,09/02/2015,26.44082382,26.72853773,26.41405898,26.7017746,155559200
34123,AAPL,10/02/2015,26.80214496,27.2437555,26.79991584,27.21475983,248034000
34124,AAPL,11/02/2015,27.38203191,27.86155795,27.32181315,27.85263634,294247200
34125,AAPL,12/02/2015,28.11581222,28.43252345,28.00652547,28.20502663,297898000
34126,AAPL,13/02/2015,28.38791958,28.38791958,28.02437282,28.34331322,217088800
34127,AAPL,17/02/2015,28.43475865,28.74477916,28.30762865,28.51059151,252609600
34128,AAPL,18/02/2015,28.46597626,28.72246703,28.42582986,28.70908546,179566800
34129,AAPL,19/02/2015,28.65556316,28.77823321,28.62210924,28.64887238,149449600
34130,AAPL,20/02/2015,28.68679027,28.88306236,28.55966196,28.88306236,195793600
34131,AAPL,23/02/2015,28.99904269,29.66368675,28.91874987,29.66368675,283896400
34132,AAPL,24/02/2015,29.65030521,29.79750928,29.25553188,29.47856712,276912400
34133,AAPL,25/02/2015,29.34251326,29.35143657,28.58196234,28.72470474,298846800
34134,AAPL,26/02/2015,28.72470264,29.18861628,28.23848752,29.08825111,365150000
34135,AAPL,27/02/2015,28.99458441,29.12171615,28.60204357,28.6511116,248059200
34136,AAPL,02/03/2015,28.82730289,29.0570289,28.61542011,28.79161644,192386800
34137,AAPL,03/03/2015,28.76262063,28.88751979,28.56857769,28.85183334,151265200
34138,AAPL,04/03/2015,28.79384406,28.89643834,28.61987689,28.6689415,126665200
34139,AAPL,05/03/2015,28.67786993,28.71578551,28.04891066,28.1938839,226068400
34140,AAPL,06/03/2015,28.63771991,28.85406434,28.1604264,28.23625755,291368400
34141,AAPL,09/03/2015,28.53958589,28.89867442,27.89278343,28.35669708,354114000
34142,AAPL,10/03/2015,28.19388214,28.37454012,27.6117601,27.7701149,275426400
34143,AAPL,11/03/2015,27.82364139,27.82810134,27.23482859,27.26382256,275756000
34144,AAPL,12/03/2015,27.27943207,27.85709407,27.12776808,27.75672722,193450800
34145,AAPL,13/03/2015,27.74557818,27.96861337,27.3396542,27.56491852,207309200
34146,AAPL,16/03/2015,27.6295985,27.86824608,27.40433418,27.86824608,143497200
34147,AAPL,17/03/2015,28.08013066,28.39684022,28.02437186,28.33439064,204092400
34148,AAPL,18/03/2015,28.32546975,28.80722659,28.18495819,28.65333176,261083600
34149,AAPL,19/03/2015,28.71578091,28.82729851,28.41468374,28.43698692,183238000
34150,AAPL,20/03/2015,28.60426779,28.63772171,27.91508975,28.08013535,274780400
34151,AAPL,23/03/2015,28.35223638,28.51505113,28.21841389,28.37230873,150838800
34152,AAPL,24/03/2015,28.3767697,28.55742597,28.22733482,28.25633049,131369200
34153,AAPL,25/03/2015,28.22286978,28.28531936,27.51807785,27.51807785,206620800
34154,AAPL,26/03/2015,27.37979737,27.85263083,27.34411092,27.70988846,190291600
34155,AAPL,27/03/2015,27.78349445,27.81248841,27.41325691,27.48908806,158184800
34156,AAPL,30/03/2015,27.66751219,28.19164447,27.65635975,28.18495369,188398800
34157,AAPL,31/03/2015,28.12250922,28.21172365,27.73665926,27.75227165,168362400
34158,AAPL,01/04/2015,27.83924812,27.90615935,27.45562738,27.71211815,162485600
34159,AAPL,02/04/2015,27.88608711,28.00429548,27.69873839,27.95076752,128880400
34160,AAPL,06/04/2015,27.76118941,28.43921657,27.72996462,28.40353012,148776000
34161,AAPL,07/04/2015,28.46820865,28.57526458,28.09797116,28.10466194,140049200
34162,AAPL,08/04/2015,28.06898054,28.19165059,27.87271017,28.01322174,149316800
34163,AAPL,09/04/2015,28.06898018,28.23179663,27.80356945,28.22733498,129936000
34164,AAPL,10/04/2015,28.09127612,28.37230088,27.93738302,28.34776688,160752000
34165,AAPL,13/04/2015,28.63103169,28.67564146,28.23849091,28.29201889,145460400
34166,AAPL,14/04/2015,28.32547173,28.39015214,28.08236417,28.16934776,102098400
34167,AAPL,15/04/2015,28.19388339,28.35446732,28.10466896,28.27640533,115881600
34168,AAPL,16/04/2015,28.16488053,28.3477693,28.12696496,28.14034653,113476000
34169,AAPL,17/04/2015,28.00206774,28.13365768,27.75895851,27.82363892,207828000
